0	0
0	0
0	0
0	0
2	100.08
0	0
2	100.08
0	0
0	0
16	729.212
12	556.897
6	292.976
4	195.317
124	2107.33
16	632.764
6	288.134
28	1203.78
6	291.765
18	719.527
14	656.977
34	1375.7
22	927.758
122	1614.6
24	967.709
2	100.08
12	559.318
0	0
0	0
4	197.739
2	100.08
0	0
2	100.08
0	0
0	0
2	100.08
2	100.08
2	98.8694
0	0
6	292.976
0	0
30	1230.02
2	100.08
10	476.187
2	100.08
12	570.214
0	0
10	478.608
42	1531.87
40	1517.34
50	1637.2
38	1466.9
66	1997.56
124	1573.84
2	97.6587
44	1762.3
10	476.187
60	1909.19
2	100.08
2	97.6587
82	2266.73
118	1800.63
48	1662.62
50	1849.46
62	2054.06
124	1784.89
2	100.08
24	844.627
2	98.8694
40	1566.98
2	100.08
2	97.6587
6	295.397
2	98.8694
0	0
0	0
0	0
6	289.344
0	0
2	100.08
0	0
2	100.08
6	285.712
6	289.344
14	659.398
0	0
8	389.424
112	2158.98
0	0
20	884.578
2	100.08
10	465.291
6	291.765
14	669.083
68	1989.9
72	2096.84
98	2176.34
96	2227.59
68	2071.01
124	1563.35
6	292.976
100	2331.7
12	556.897
96	2832.91
4	197.739
6	288.134
116	2110.15
76	1913.22
72	2163.42
76	2146.88
50	1745.35
124	1673.52
4	198.949
46	1661.41
10	464.081
46	1662.62
0	0
6	294.187
18	845.03
14	649.713
2	100.08
2	98.8694
4	195.317
100	2071.82
0	0
4	198.949
2	98.8694
4	198.949
16	720.737
16	753.425
44	1679.97
36	1443.09
38	1602.49
122	1642.44
2	97.6587
20	882.157
4	197.739
24	1052.05
8	389.424
4	195.317
40	1517.34
84	2055.68
54	1987.48
34	1390.22
54	2085.94
124	2166.65
4	198.949
48	1590.38
10	477.398
62	1933
0	0
16	753.425
116	2650.1
74	2563.74
58	1892.64
34	1366.01
54	1892.24
124	1641.23
4	198.949
36	1320.41
12	572.635
56	1900.31
4	195.317
2	97.6587
24	983.447
32	1330.1
16	723.159
22	970.13
26	1125.5
124	1729.2
0	0
8	387.003
24	1094.42
0	0
12	556.897
24	1055.68
32	1382.15
16	730.423
24	1077.47
124	1681.99
2	98.8694
32	1353.1
4	197.739
28	1169.89
0	0
8	382.16
72	2268.35
66	2185.21
14	661.819
30	1214.28
48	1792.97
124	2435.41
6	296.608
80	2437.84
14	653.345
38	1452.37
0	0
6	292.976
52	1783.68
60	1912.82
44	1467.71
34	1490.71
52	1830.9
124	1604.1
0	0
32	1146.88
16	754.635
60	2079.89
0	0
4	195.317
28	1181.99
36	1417.67
34	1181.59
36	1519.36
18	791.762
124	1635.18
2	97.6587
26	1140.02
22	966.498
0	0
28	1220.73
12	544.79
18	791.762
12	556.897
16	724.369
122	1716.69
2	100.08
36	1460.04
4	198.949
38	1464.48
0	0
10	474.976
44	1514.92
48	1765.12
42	1547.2
34	1369.64
50	1817.99
124	1659.39
2	100.08
38	1385.38
8	382.16
50	1802.25
8	393.056
2	97.6587
52	1525.01
76	2282.47
40	1556.08
38	1475.37
50	1814.35
124	1660.6
0	0
44	1688.85
14	642.449
46	1694.1
6	296.608
2	98.8694
28	1206.21
42	1630.74
46	1795.79
14	644.87
16	740.108
122	1577.87
4	195.317
26	1097.65
20	902.738
0	0
18	615.815
26	1152.13
28	1197.73
28	1224.37
18	806.29
124	1649.71
6	296.608
26	956.813
6	288.134
34	1414.44
0	0
6	292.976
30	1064.96
44	1692.08
38	1314.36
30	1278.44
36	1388.61
124	1631.55
4	195.317
40	1631.14
12	569.003
44	1693.29
8	390.635
6	294.187
52	1710.24
38	1492.32
36	1177.96
30	1254.23
32	1309.51
124	1637.2
0	0
48	1696.52
4	195.317
54	1951.56
4	198.949
6	285.712
26	1121.86
36	1512.1
18	791.762
16	741.318
24	1038.73
124	1663.02
0	0
24	1058.1
22	979.815
0	0
16	728.001
16	736.476
8	384.582
16	743.74
12	558.107
124	1786.91
0	0
16	724.369
6	290.555
10	476.187
2	100.08
0	0
30	1180.78
46	1721.94
18	824.449
14	619.447
20	878.525
124	1711.85
2	100.08
32	1146.88
2	98.8694
40	1655.36
6	294.187
2	98.8694
44	1529.04
16	723.159
18	845.03
32	1419.68
28	1290.95
124	2392.64
2	100.08
26	1096.44
8	390.635
24	1020.57
2	98.8694
8	380.95
24	928.968
18	812.343
22	988.29
22	970.13
20	905.159
124	1725.57
2	100.08
20	884.578
10	477.398
4	198.949
14	649.713
14	633.975
14	659.398
6	292.976
10	476.187
122	1682.39
4	198.949
18	791.762
2	98.8694
22	967.709
0	0
12	579.899
20	878.525
28	1220.73
26	1072.63
22	971.341
4	196.528
124	1719.52
0	0
18	813.554
2	98.8694
8	380.95
0	0
0	0
30	1311.13
18	814.764
6	286.923
6	286.923
2	98.8694
124	2047.6
4	198.949
20	792.973
8	393.056
16	719.527
0	0
0	0
12	571.425
16	728.001
2	98.8694
4	196.528
2	100.08
120	1893.45
0	0
12	558.107
8	383.371
0	0
14	644.87
0	0
0	0
0	0
4	198.949
36	1457.62
10	479.819
4	198.949
18	812.343
16	742.529
0	0
2	98.8694
2	100.08
4	198.949
18	795.394
2	98.8694
0	0
6	294.187
12	556.897
2	100.08
0	0
4	196.528
2	100.08
10	465.291
14	656.977
2	100.08
4	198.949
28	1190.47
0	0
0	0
0	0
0	0
8	384.582
