6	48.8294
2	50.04
2	50.04
4	49.7373
8	48.9807
2	50.04
6	48.8294
0	50.04
2	50.04
2	49.4347
4	49.7373
2	50.04
2	48.8294
4	49.132
10	48.224
10	47.6187
4	49.7373
0	50.04
8	49.132
2	50.04
4	49.7373
0	50.04
8	48.678
6	49.0311
2	50.04
2	49.4347
4	49.7373
2	50.04
4	49.4347
6	49.4347
0	50.04
8	49.132
4	49.7373
2	49.4347
0	50.04
4	49.132
2	50.04
4	49.4347
0	50.04
6	48.8294
6	48.224
2	50.04
0	50.04
2	49.4347
4	49.132
4	49.7373
2	50.04
24	46.1054
6	48.8294
0	50.04
2	50.04
4	49.7373
16	45.5001
2	50.04
2	48.8294
0	50.04
8	48.678
0	50.04
6	49.4347
2	50.04
14	47.4458
2	50.04
6	49.4347
2	50.04
14	48.0511
2	50.04
2	49.4347
6	49.4347
10	48.224
2	50.04
4	49.132
2	48.8294
4	49.132
2	50.04
2	49.4347
2	50.04
10	47.6187
2	50.04
2	50.04
0	50.04
0	50.04
6	49.4347
2	49.4347
0	50.04
6	49.4347
6	49.4347
10	47.4976
0	50.04
0	50.04
0	50.04
2	50.04
6	49.4347
0	50.04
4	49.132
12	46.509
0	50.04
8	48.8294
10	48.7083
32	43.7598
0	50.04
6	48.8294
2	48.8294
12	47.8205
4	49.7373
2	49.4347
10	47.8608
16	47.1647
6	49.0311
6	47.8205
2	50.04
16	45.8784
4	49.7373
4	48.8294
4	48.8294
10	47.6187
4	49.132
2	50.04
6	49.0311
6	48.6276
2	50.04
12	48.1231
0	50.04
12	47.5178
2	50.04
0	50.04
4	49.132
0	50.04
2	48.8294
2	50.04
2	50.04
2	50.04
12	47.6187
6	48.8294
6	49.4347
12	48.3249
8	47.6187
20	45.5001
0	50.04
2	48.8294
14	47.4458
20	46.287
2	50.04
2	50.04
10	47.6187
26	42.1242
2	50.04
14	47.1863
8	48.3754
12	48.4258
0	50.04
12	47.316
10	48.5872
6	47.6187
2	49.4347
8	48.678
0	50.04
20	45.1369
0	50.04
4	49.132
2	49.4347
10	46.8923
0	50.04
4	48.8294
6	49.0311
12	46.6098
0	50.04
4	49.7373
2	50.04
18	45.3319
4	49.7373
8	49.132
4	49.4347
0	50.04
8	48.224
0	50.04
8	48.8294
6	49.2329
4	49.7373
24	42.1708
0	50.04
10	48.7083
2	49.4347
12	46.509
0	50.04
6	47.6187
12	47.6187
8	47.6187
2	48.8294
16	46.9377
12	48.1231
38	41.3743
2	50.04
8	47.77
10	47.2555
4	47.6187
0	50.04
14	47.6187
8	48.5267
20	45.6211
2	50.04
4	48.8294
6	49.2329
42	39.0001
2	50.04
14	47.0999
6	48.8294
20	46.1054
6	49.4347
6	47.8205
16	47.0891
8	48.224
0	50.04
8	48.8294
0	50.04
28	43.3815
2	50.04
6	48.8294
6	48.8294
0	50.04
6	49.4347
4	49.4347
0	50.04
4	49.4347
16	47.4674
26	42.7296
6	49.4347
8	48.8294
4	48.8294
18	43.9868
6	48.8294
20	47.0134
6	48.0223
14	45.9757
2	50.04
14	46.4081
12	47.4169
66	32.8525
0	50.04
16	46.4081
12	47.316
10	47.6187
2	50.04
14	46.6675
12	47.6187
12	46.509
4	49.4347
24	44.9452
8	47.316
68	29.3225
2	49.4347
8	47.9214
10	48.5872
20	45.4395
2	48.8294
4	48.8294
6	49.0311
12	47.0134
0	50.04
6	49.4347
0	50.04
32	41.6033
4	49.7373
10	48.103
6	49.0311
2	50.04
4	49.7373
6	49.4347
8	49.132
2	50.04
10	47.7398
38	39.1442
2	50.04
18	47.4169
10	47.8608
24	42.9275
6	49.4347
6	48.8294
8	47.9214
34	42.5981
14	47.3593
26	43.4746
18	45.1974
122	13.8
2	50.04
24	45.4496
12	46.509
42	41.3637
8	48.678
12	46.4081
14	47.1863
24	43.4823
8	47.6187
24	43.5328
38	40.4823
124	14.4529
4	49.7373
24	41.431
14	47.4458
38	40.2274
0	50.04
6	48.6276
8	46.8621
14	47.3593
4	49.4347
2	50.04
4	49.7373
52	38.3061
0	50.04
8	48.8294
8	48.5267
0	50.04
2	48.8294
2	48.8294
6	49.2329
4	49.7373
8	47.77
68	31.2216
4	49.7373
12	48.3249
6	49.4347
26	43.1952
0	50.04
14	47.1863
12	46.9125
22	44.427
18	46.6098
14	45.1974
20	43.9868
124	14.2674
4	49.132
20	45.1974
14	46.4081
42	34.2632
4	49.7373
16	46.9377
34	40.9958
42	38.6253
18	45.3319
30	43.3411
32	40.9602
