source	target	load	x
0	1	9	0.227
0	5	9	0.227
1	0	3	0.542
1	2	1	0.647
1	4	3	0.542
2	1	0	0.7
2	3	0	0.7
3	2	1	0.647
3	4	0	0.7
3	8	3	0.542
4	1	2	0.595
4	3	6	0.385
4	5	2	0.595
4	7	4	0.49
5	0	8	0.28
5	4	9	0.227
5	6	9	0.227
6	5	5	0.438
6	7	7	0.333
7	4	1	0.647
7	6	5	0.438
7	8	0	0.7
8	3	0	0.7
8	7	2	0.595
