source	target	load	x
0	1	10	0.175
0	5	10	0.175
1	0	3	0.542
1	2	2	0.595
1	4	2	0.595
2	1	0	0.7
2	3	1	0.647
3	2	0	0.7
3	4	0	0.7
3	8	0	0.7
4	1	0	0.7
4	3	2	0.595
4	5	1	0.647
4	7	5	0.438
5	0	8	0.28
5	4	9	0.227
5	6	8	0.28
6	5	8	0.28
6	7	10	0.175
7	4	0	0.7
7	6	4	0.49
7	8	3	0.542
8	3	2	0.595
8	7	0	0.7
