source	target	load	x
0	1	0	0.7
0	5	1	0.647
1	0	0	0.7
1	2	2	0.595
1	4	1	0.647
2	1	0	0.7
2	3	1	0.647
3	2	1	0.647
3	4	0	0.7
3	8	2	0.595
4	1	2	0.595
4	3	4	0.49
4	5	2	0.595
4	7	2	0.595
5	0	4	0.49
5	4	0	0.7
5	6	1	0.647
6	5	1	0.647
6	7	2	0.595
7	4	2	0.595
7	6	3	0.542
7	8	2	0.595
8	3	0	0.7
8	7	2	0.595
