source	target	load	x
0	1	3	0.31
0	5	0	0.4
1	0	0	0.4
1	2	4	0.28
1	4	0	0.4
2	1	0	0.4
2	3	0	0.4
3	2	1	0.37
3	4	0	0.4
3	8	1	0.37
4	1	3	0.31
4	3	8	0.16
4	5	0	0.4
4	7	0	0.4
5	0	0	0.4
5	4	5	0.25
5	6	0	0.4
6	5	0	0.4
6	7	6	0.22
7	4	0	0.4
7	6	0	0.4
7	8	5	0.25
8	3	2	0.34
8	7	0	0.4
