source	target	load	x
0	1	7	0.333
0	5	4	0.49
1	0	2	0.595
1	2	2	0.595
1	4	3	0.542
2	1	1	0.647
2	3	1	0.647
3	2	0	0.7
3	4	1	0.647
3	8	1	0.647
4	1	2	0.595
4	3	5	0.438
4	5	0	0.7
4	7	4	0.49
5	0	6	0.385
5	4	8	0.28
5	6	6	0.385
6	5	3	0.542
6	7	5	0.438
7	4	3	0.542
7	6	0	0.7
7	8	4	0.49
8	3	0	0.7
8	7	3	0.542
