source	target	load	x
0	1	3	0.31
0	5	0	0.4
1	0	0	0.4
1	2	0	0.4
1	4	1	0.37
2	1	0	0.4
2	3	0	0.4
3	2	0	0.4
3	4	0	0.4
3	8	2	0.34
4	1	2	0.34
4	3	4	0.28
4	5	0	0.4
4	7	0	0.4
5	0	2	0.34
5	4	10	0.1
5	6	0	0.4
6	5	0	0.4
6	7	9	0.13
7	4	2	0.34
7	6	0	0.4
7	8	4	0.28
8	3	1	0.37
8	7	0	0.4
