source	target	load	x
0	1	2	0.595
0	5	2	0.595
1	0	2	0.595
1	2	1	0.647
1	4	6	0.385
2	1	2	0.595
2	3	0	0.7
3	2	2	0.595
3	4	0	0.7
3	8	1	0.647
4	1	1	0.647
4	3	1	0.647
4	5	4	0.49
4	7	5	0.438
5	0	0	0.7
5	4	2	0.595
5	6	2	0.595
6	5	0	0.7
6	7	4	0.49
7	4	3	0.542
7	6	1	0.647
7	8	3	0.542
8	3	5	0.438
8	7	0	0.7
