source	target	load	x
0	1	10	0.175
0	5	6	0.385
1	0	3	0.542
1	2	2	0.595
1	4	2	0.595
2	1	1	0.647
2	3	2	0.595
3	2	0	0.7
3	4	1	0.647
3	8	2	0.595
4	1	2	0.595
4	3	5	0.438
4	5	2	0.595
4	7	3	0.542
5	0	8	0.28
5	4	7	0.333
5	6	4	0.49
6	5	7	0.333
6	7	4	0.49
7	4	1	0.647
7	6	3	0.542
7	8	3	0.542
8	3	2	0.595
8	7	0	0.7
