source	target	load	x
0	1	7	0.333
0	5	8	0.28
1	0	4	0.49
1	2	4	0.49
1	4	3	0.542
2	1	0	0.7
2	3	3	0.542
3	2	1	0.647
3	4	1	0.647
3	8	3	0.542
4	1	3	0.542
4	3	2	0.595
4	5	2	0.595
4	7	2	0.595
5	0	5	0.438
5	4	7	0.333
5	6	5	0.438
6	5	4	0.49
6	7	4	0.49
7	4	1	0.647
7	6	2	0.595
7	8	1	0.647
8	3	0	0.7
8	7	0	0.7
