source	target	load	x
0	1	1	0.37
0	5	3	0.31
1	0	0	0.4
1	2	0	0.4
1	4	3	0.31
2	1	0	0.4
2	3	0	0.4
3	2	0	0.4
3	4	0	0.4
3	8	0	0.4
4	1	0	0.4
4	3	1	0.37
4	5	0	0.4
4	7	2	0.34
5	0	2	0.34
5	4	6	0.22
5	6	6	0.22
6	5	6	0.22
6	7	7	0.19
7	4	3	0.31
7	6	0	0.4
7	8	0	0.4
8	3	0	0.4
8	7	0	0.4
