source	target	load	x
0	1	10	0.175
0	5	10	0.175
1	0	0	0.7
1	2	1	0.647
1	4	3	0.542
2	1	0	0.7
2	3	0	0.7
3	2	0	0.7
3	4	0	0.7
3	8	0	0.7
4	1	2	0.595
4	3	0	0.7
4	5	2	0.595
4	7	0	0.7
5	0	10	0.175
5	4	8	0.28
5	6	7	0.333
6	5	10	0.175
6	7	10	0.175
7	4	0	0.7
7	6	2	0.595
7	8	2	0.595
8	3	0	0.7
8	7	0	0.7
