0	1	0	0.4
0	5	0	0.4
1	0	0	0.4
1	2	0	0.4
1	4	0	0.4
2	1	0	0.4
2	3	1	0.37
3	2	0	0.4
3	4	0	0.4
3	8	1	0.37
4	1	0	0.4
4	3	5	0.25
4	5	0	0.4
4	7	0	0.4
5	0	0	0.4
5	4	0	0.4
5	6	0	0.4
6	5	0	0.4
6	7	0	0.4
7	4	0	0.4
7	6	0	0.4
7	8	2	0.34
8	3	1	0.37
8	7	0	0.4
