source	target	load	x
0	1	2	0.595
0	5	2	0.595
1	0	1	0.647
1	2	0	0.7
1	4	4	0.49
2	1	1	0.647
2	3	0	0.7
3	2	0	0.7
3	4	0	0.7
3	8	1	0.647
4	1	2	0.595
4	3	1	0.647
4	5	2	0.595
4	7	2	0.595
5	0	5	0.438
5	4	1	0.647
5	6	3	0.542
6	5	2	0.595
6	7	3	0.542
7	4	4	0.49
7	6	0	0.7
7	8	4	0.49
8	3	3	0.542
8	7	0	0.7
