source	target	load	x
0	1	3	0.542
0	5	3	0.542
1	0	3	0.542
1	2	2	0.595
1	4	3	0.542
2	1	3	0.542
2	3	0	0.7
3	2	1	0.647
3	4	1	0.647
3	8	0	0.7
4	1	2	0.595
4	3	6	0.385
4	5	1	0.647
4	7	5	0.438
5	0	5	0.438
5	4	3	0.542
5	6	1	0.647
6	5	1	0.647
6	7	4	0.49
7	4	1	0.647
7	6	3	0.542
7	8	7	0.333
8	3	2	0.595
8	7	0	0.7
