source	target	load	x
0	1	5	0.438
0	5	2	0.595
1	0	1	0.647
1	2	2	0.595
1	4	5	0.438
2	1	3	0.542
2	3	0	0.7
3	2	0	0.7
3	4	2	0.595
3	8	1	0.647
4	1	3	0.542
4	3	4	0.49
4	5	2	0.595
4	7	3	0.542
5	0	2	0.595
5	4	3	0.542
5	6	1	0.647
6	5	2	0.595
6	7	2	0.595
7	4	5	0.438
7	6	1	0.647
7	8	4	0.49
8	3	3	0.542
8	7	1	0.647
